Time,fundamental_dis,fundamental_freq,3rd_dis,3rd_freq,5th_dis,5th_freq,7th_dis,7th_freq,9th_dis,9th_freq,11th_dis,11th_freq,13th_dis,13th_freq,Temp
1226.2004761,0.0001877948848466,4960865.75767638,0.000100414744908,14865992.6086723,7.95892493716056e-05,24773410.9956066,6.84868100010208e-05,34679479.784353,6.31164871160169e-05,44586284.7037093,5.87426694248715e-05,54492904.1435804,5.67436232731572e-05,64400121.1483284,25.0021495819092
1231.2492957,0.0001878099493426,4960865.73604384,0.000100420731911,14865992.6483335,7.95824923317343e-05,24773410.7743002,6.85636348704291e-05,34679479.5330886,6.3098402174791e-05,44586283.9362876,5.88424673022543e-05,54492901.9154531,5.66287317727828e-05,64400118.8704716,25.0123176574707
1236.3055163,0.0001878160549575,4960865.74609417,0.0001003792660713,14865992.5926168,7.95774014973092e-05,24773410.672819,6.84817897460438e-05,34679480.7957132,6.31801490141983e-05,44586287.4034675,5.8842911474272e-05,54492903.7297772,5.67847673901748e-05,64400118.6042939,24.9938316345215
1241.3617316,0.0001878385861248,4960865.81560085,0.0001003896839745,14865992.4863943,7.963316984406e-05,24773410.7867862,6.84994699539819e-05,34679479.2683983,6.31185907728121e-05,44586285.9570666,5.88704023475137e-05,54492903.3575102,5.64625420035258e-05,64400121.0923917,25.0038013458252
1246.4213343,0.0001878502281391,4960865.77495951,0.0001003990614112,14865992.5412172,7.96123964126097e-05,24773410.5218469,6.85178322424195e-05,34679479.6443438,6.3204319986578e-05,44586282.7005082,5.88119974357288e-05,54492902.863801,5.67990469181519e-05,64400115.4409937,25.0077819824219
1251.4787861,0.0001878062199861,4960865.78911994,0.0001003465826499,14865992.5850189,7.96107028882857e-05,24773410.8601551,6.84783041371109e-05,34679479.7623987,6.31317676034562e-05,44586283.6157546,5.87572382317197e-05,54492904.2412427,5.6724836345248e-05,64400118.7241571,24.988733291626
1256.5275325,0.0001878029989204,4960865.70629156,0.0001003715195536,14865992.3508869,7.96156876238618e-05,24773410.6088687,6.85402414577966e-05,34679480.4362394,6.30562090371077e-05,44586285.7982839,5.88734641373937e-05,54492902.615404,5.67159882235081e-05,64400118.8599737,25.0215187072754
1261.5649699,0.0001877948118275,4960865.79843381,0.0001003651283366,14865992.5553818,7.96321113695484e-05,24773410.7789317,6.85080674980775e-05,34679479.425903,6.2965703060004e-05,44586284.8411165,5.87865928258987e-05,54492904.14978,5.67990417215976e-05,64400119.9371643,24.996244430542
1266.6157227,0.000187796775451,4960865.79072334,0.0001003985516219,14865992.5805845,7.96270857668271e-05,24773410.5923567,6.85081975252402e-05,34679480.0288294,6.31638743565156e-05,44586283.7197731,5.88151296954423e-05,54492902.8462367,5.66274775329966e-05,64400121.8849613,24.9933738708496
1271.6720162,0.0001878250093755,4960865.73452462,0.000100390842218,14865992.4933023,7.95981170267094e-05,24773410.5773669,6.84163181018091e-05,34679479.779989,6.30624758913696e-05,44586286.6631683,5.89217176681362e-05,54492903.2573849,5.68195986798675e-05,64400119.2135871,25.0008220672607
1276.7197293,0.0001877937521871,4960865.69733513,0.0001003961115845,14865992.4548539,7.96248790793819e-05,24773410.8008229,6.84848378714141e-05,34679478.9568773,6.30446368219814e-05,44586285.6163385,5.89066202575947e-05,54492903.1828657,5.6595822721108e-05,64400121.8875773,24.9964828491211
1281.7640085,0.0001877607152463,4960865.76639891,0.000100399412815,14865992.5797817,7.96163054448081e-05,24773410.766384,6.84872684117274e-05,34679479.6199608,6.31231833616887e-05,44586284.2109895,5.88152956943789e-05,54492904.5307258,5.6813774140385e-05,64400117.7026034,25.0112953186035
1286.8007361,0.000187768602185,4960865.69556717,0.0001004201177998,14865992.3639185,7.96176181819394e-05,24773410.7750159,6.84919959683232e-05,34679479.6473329,6.3237474176654e-05,44586283.1757313,5.8827535597747e-05,54492903.6611428,5.66659608293292e-05,64400119.4309482,25.0043773651123
1291.8420324,0.0001877975364067,4960865.75958986,0.0001003782217146,14865992.4938717,7.95781726421377e-05,24773410.5652412,6.85217581164705e-05,34679479.8392806,6.31229975657911e-05,44586283.0955949,5.88369767167021e-05,54492902.4607092,5.6744308504654e-05,64400118.4164148,24.9835739135742
1296.8900712,0.0001877953803725,4960865.71062136,0.0001003827442643,14865992.2390111,7.95653844630473e-05,24773410.3996695,6.85192152375161e-05,34679480.2634663,6.30055355325819e-05,44586282.9447304,5.88133048446131e-05,54492903.0516454,5.6724976109367e-05,64400120.8843256,25.0018272399902
1301.9444224,0.000187773487015,4960865.6649475,0.000100389385921,14865992.2831958,7.96124198023662e-05,24773410.5992676,6.85017214548418e-05,34679479.0752702,6.31470696439903e-05,44586286.2932686,5.88249834000211e-05,54492903.6974231,5.66987979545118e-05,64400123.7201575,24.992301940918
1306.9884933,0.0001878014493012,4960865.75443634,0.0001003950200343,14865992.3342432,7.96177708576182e-05,24773410.465868,6.84168352088713e-05,34679480.3572523,6.30916483735133e-05,44586285.124448,5.88178474571979e-05,54492903.1206529,5.66878274637919e-05,64400116.7970405,25.0128517150879
1312.0186843,0.0001877987540191,4960865.74311396,0.0001004074612964,14865992.3248372,7.96145809328886e-05,24773410.6256642,6.85355271027867e-05,34679478.2566214,6.30766277410856e-05,44586284.9670018,5.88235677969662e-05,54492903.8482409,5.66185172882361e-05,64400122.5559468,25.0073833465576
1317.0769767,0.00018783699914,4960865.68220766,0.0001003595281331,14865992.3450527,7.96231078945564e-05,24773410.8945138,6.84713165598032e-05,34679479.1986372,6.32539491002064e-05,44586283.982252,5.88673401608349e-05,54492902.9781703,5.67107484415981e-05,64400115.6977609,24.999002456665
1322.1325395,0.0001877932731038,4960865.65903632,0.0001003917792394,14865992.1873042,7.95923813885345e-05,24773410.6317946,6.85090520363768e-05,34679478.8738889,6.30172052695815e-05,44586285.0918771,5.87915676405889e-05,54492903.9569239,5.67408799888624e-05,64400119.2552592,24.996036529541
1327.1818476,0.0001878017074801,4960865.77769838,0.000100372915521,14865992.3203291,7.96018852304273e-05,24773410.2442268,6.85336385630481e-05,34679479.3770521,6.30731008917218e-05,44586284.8239788,5.88245320106727e-05,54492902.4113661,5.6760101231894e-05,64400119.964286,24.9897937774658
1332.2226522,0.0001878421433288,4960865.64756611,0.0001003851383144,14865992.21304,7.96172050403722e-05,24773410.322553,6.85007674025055e-05,34679479.8494244,6.32752547863662e-05,44586283.5434742,5.8803014981466e-05,54492901.765826,5.68214752904764e-05,64400119.1281987,24.9940319061279
1337.2694303,0.0001877967933197,4960865.62220486,0.0001003826074861,14865992.0646376,7.95744730833343e-05,24773410.102457,6.85356280077447e-05,34679478.8647284,6.3076582426694e-05,44586284.6672521,5.87495892597901e-05,54492903.1006454,5.66761938577348e-05,64400123.3281539,25.0133762359619
1342.3097283,0.0001878127355732,4960865.70811699,0.0001004039503589,14865992.3704756,7.96321963483439e-05,24773410.2042504,6.84931293486387e-05,34679479.7563779,6.31930142415927e-05,44586284.9968102,5.87774201010956e-05,54492902.5394042,5.67196812424066e-05,64400114.7603301,25.0082359313965
1347.3588078,0.0001878482415072,4960865.72310892,0.000100365740927,14865992.2657822,7.95856993506283e-05,24773410.1185704,6.85070270087594e-05,34679478.8313176,6.30642252514465e-05,44586285.122535,5.88445505487595e-05,54492902.3981581,5.65827682240083e-05,64400124.3518902,25.0034561157227
1352.3976601,0.0001878056946101,4960865.66856295,0.0001004225784614,14865992.1731673,7.95918783967629e-05,24773410.2070692,6.85043354599758e-05,34679478.852564,6.30200737995191e-05,44586284.9357233,5.88029332347302e-05,54492903.1096701,5.65639983677569e-05,64400114.5392592,25.0003051757813
1357.430785,0.0001878033531613,4960865.64441544,0.0001003903828383,14865992.3416508,7.96074941157345e-05,24773410.1815318,6.84994016709216e-05,34679478.8733506,6.3130890319977e-05,44586284.7252848,5.88681270358899e-05,54492903.3563745,5.67354050431072e-05,64400116.6740693,25.0089645385742
1362.4752688,0.0001877837335566,4960865.67714498,0.000100380453741,14865992.1466528,7.96001834555466e-05,24773410.1208216,6.85259480818773e-05,34679479.2666272,6.31502000887213e-05,44586283.1396498,5.87745200048312e-05,54492902.6863182,5.66462878669056e-05,64400117.3082948,25.001636505127
1367.5207176,0.0001877957667536,4960865.76511087,0.0001003735820398,14865992.1678908,7.96068558171492e-05,24773410.4344728,6.8521372564563e-05,34679479.1049029,6.30375122546654e-05,44586286.8100396,5.87699207822279e-05,54492902.181163,5.67311415475852e-05,64400118.7952152,24.9865074157715
1372.558196,0.0001878283355977,4960865.64820305,0.0001003717167274,14865992.3492623,7.96106218636827e-05,24773410.3111134,6.84967128377935e-05,34679478.942796,6.3115395973389e-05,44586284.1083117,5.88240956150684e-05,54492903.3213681,5.68084567717062e-05,64400123.2673792,24.9972705841064
1377.6053354,0.0001878053762057,4960865.6825911,0.0001003767640298,14865992.0504036,7.96157935136771e-05,24773410.217627,6.85591365622254e-05,34679479.029089,6.31220065476132e-05,44586284.5958632,5.88662154095594e-05,54492902.7527495,5.66204094878168e-05,64400118.1803144,25.0088882446289
1382.6526141,0.0001878094889789,4960865.67354474,0.0001003615878341,14865992.2085783,7.95851662782498e-05,24773410.3940918,6.85115280395478e-05,34679479.2201376,6.30366905862936e-05,44586283.9657288,5.88620931043804e-05,54492902.5619178,5.67218541941168e-05,64400116.904831,25.0026245117188
1387.7034968,0.0001878088924379,4960865.72048656,0.0001004057380091,14865992.1073574,7.95894250097964e-05,24773410.1400472,6.85219239705575e-05,34679478.4147642,6.3209343287236e-05,44586282.2797339,5.8809404286816e-05,54492904.363896,5.65689765081057e-05,64400117.9584888,24.9986801147461
1392.7345477,0.0001878384318649,4960865.71666313,0.0001003777308336,14865992.1099705,7.96211674242046e-05,24773410.4343963,6.85245148558843e-05,34679478.9869406,6.3031834686342e-05,44586284.9655299,5.88369377951079e-05,54492902.9417013,5.67852126959708e-05,64400116.4663648,24.9805736541748
1397.7817424,0.0001877638818508,4960865.65550173,0.0001003844219574,14865992.0107796,7.96038932933229e-05,24773410.281519,6.85230814654891e-05,34679479.3457539,6.30225316740571e-05,44586283.4608879,5.88610340933381e-05,54492902.9569474,5.65865797896042e-05,64400117.8577736,24.9978160858154
1402.8389952,0.0001878255004404,4960865.66770913,0.0001004024173241,14865992.0571748,7.96016346121655e-05,24773410.0387283,6.85347247490784e-05,34679479.7023272,6.30978027224316e-05,44586282.0848595,5.8897694127487e-05,54492901.8116633,5.67069049390761e-05,64400116.9625491,25.0033321380615
1407.8844703,0.0001878103161887,4960865.68742249,0.0001003939676659,14865992.0869417,7.96120883001476e-05,24773410.0711252,6.84777764255902e-05,34679479.4505815,6.30623072409806e-05,44586282.6666352,5.88675178974644e-05,54492901.7521538,5.67228059413176e-05,64400118.6999749,25.01243019104
1412.9434795,0.0001878004294956,4960865.66083764,0.0001004130071488,14865992.2714838,7.95994047457217e-05,24773410.1778004,6.85558909487963e-05,34679478.5179884,6.32119565494722e-05,44586281.8062759,5.88317355924502e-05,54492901.809961,5.65923961922103e-05,64400120.2161424,25.0071582794189
1417.9928605,0.0001877396794276,4960865.68584967,0.0001003987492413,14865992.1921341,7.96211182389397e-05,24773410.1684697,6.84373075203401e-05,34679479.0075597,6.30837558297321e-05,44586285.0461469,5.88413666257833e-05,54492901.6206282,5.66918572428723e-05,64400120.3109976,24.9890480041504
1423.051024,0.0001878344351411,4960865.62623185,0.0001003765958285,14865992.1545171,7.95862993332961e-05,24773410.0045374,6.85490407449485e-05,34679478.6374298,6.31928987353393e-05,44586282.9532037,5.88294300953421e-05,54492903.2669559,5.65821205404111e-05,64400118.1649096,24.985445022583
1428.1041461,0.0001878043701491,4960865.61713768,0.0001004072771177,14865991.9778299,7.96193061370781e-05,24773409.8246903,6.85125351185717e-05,34679478.4858488,6.30057188042723e-05,44586283.8184505,5.88056857645729e-05,54492900.3236699,5.67128607110011e-05,64400113.3608855,25.0020427703857
1433.1561879,0.0001878063535184,4960865.60660033,0.0001004152494747,14865992.0711517,7.96126491106242e-05,24773409.8899201,6.85037387096828e-05,34679479.4391127,6.3088118329392e-05,44586281.8259477,5.88840461129043e-05,54492900.6835239,5.66695579622169e-05,64400117.8858526,25.0074558258057
1438.2060938,0.0001878488435096,4960865.55675633,0.0001003824453057,14865992.1484375,7.96234844836563e-05,24773409.9811447,6.85493595491503e-05,34679478.8852189,6.31276065506826e-05,44586282.8819317,5.89492822860477e-05,54492901.3651977,5.67102028615935e-05,64400118.4413719,24.9936599731445
1443.2365814,0.0001878034971911,4960865.55733101,0.0001003949167742,14865992.036093,7.96127256564035e-05,24773409.7895536,6.84737926989256e-05,34679478.554835,6.30759441300346e-05,44586281.3071502,5.88129952404885e-05,54492901.8790326,5.68699128433694e-05,64400118.4967432,25.0016822814941
1448.2797784,0.0001877873778114,4960865.5238914,0.0001004205952515,14865991.8357559,7.96335815023874e-05,24773409.7397849,6.86024563105255e-05,34679479.1138747,6.30973487568621e-05,44586285.7177762,5.88072389442615e-05,54492902.923905,5.65634515349677e-05,64400119.8777942,25.0007457733154
1453.3240238,0.0001877930688837,4960865.63755512,0.0001003981368233,14865991.8631018,7.96031730181281e-05,24773409.9372694,6.84788380850203e-05,34679479.2255636,6.3146780307944e-05,44586283.1524306,5.87879910039014e-05,54492901.302746,5.6799456947966e-05,64400113.9406605,25.0076465606689
1458.3812414,0.0001877620317646,4960865.51817681,0.0001003828398232,14865991.8230364,7.96166504707965e-05,24773409.9354274,6.85113951952917e-05,34679478.1760421,6.31230858432515e-05,44586281.9799604,5.88583678987099e-05,54492899.8553834,5.65727195492634e-05,64400119.6590617,24.9797439575195
1463.4176931,0.0001878399302714,4960865.50457063,0.0001003770154151,14865991.91521,7.96151456565003e-05,24773409.6293066,6.8504373156568e-05,34679478.082272,6.33077831358681e-05,44586284.5848058,5.88481162880481e-05,54492902.4001362,5.66986494056337e-05,64400114.4739678,25.0013656616211
1468.4488184,0.0001878301076583,4960865.55797931,0.000100398344954,14865991.8785453,7.96160282349719e-05,24773409.537319,6.85187151431274e-05,34679478.356598,6.3117834386997e-05,44586285.1130402,5.88910370711957e-05,54492901.295721,5.67453014890749e-05,64400118.9417189,24.9903869628906
1473.4891287,0.0001878700979537,4960865.56550345,0.0001004079988858,14865991.7314724,7.96285543645596e-05,24773409.9593952,6.85294770895645e-05,34679478.6285586,6.30329249899331e-05,44586283.1593254,5.8830895676842e-05,54492902.1230425,5.67589471312461e-05,64400117.3912698,24.9981727600098
1478.5505941,0.0001878334025834,4960865.5914061,0.00010037719299,14865991.8451814,7.96262960020869e-05,24773409.779614,6.85212858422983e-05,34679479.131162,6.31062820186262e-05,44586284.1308142,5.88826879379649e-05,54492901.4650457,5.66807768384727e-05,64400116.5130791,25.0055522918701
1483.6067537,0.0001878406710865,4960865.5125217,0.0001003924644322,14865991.8068593,7.96411240650277e-05,24773409.7005575,6.85408473250782e-05,34679477.2215257,6.31803473194481e-05,44586281.8328485,5.88644052873979e-05,54492901.3308255,5.65342043025063e-05,64400118.4336232,25.0077476501465
1488.6539167,0.0001878436007877,4960865.51142265,0.0001003740308109,14865991.7880741,7.96106714258131e-05,24773409.6026274,6.84844856097437e-05,34679478.776585,6.29678508990829e-05,44586282.6088368,5.87867324847086e-05,54492899.7761719,5.67699301128826e-05,64400114.6111892,24.9925746917725
1493.7111762,0.0001877637456075,4960865.60566959,0.0001003797515923,14865991.8156517,7.95676583976331e-05,24773409.7244616,6.85474306286315e-05,34679477.7799411,6.30538660280559e-05,44586281.9081523,5.89714206988974e-05,54492900.8173077,5.67292850762313e-05,64400118.7904551,25.0046615600586
1498.7634261,0.000187803586631,4960865.60179211,0.0001004069182804,14865991.9230105,7.96130576846367e-05,24773409.7873066,6.85487369758524e-05,34679478.4466284,6.32279609851045e-05,44586280.9206988,5.88484259024346e-05,54492903.2199468,5.67813607191533e-05,64400115.1399431,24.985164642334
1503.8087255,0.0001878198536237,4960865.53698892,0.0001003929887168,14865991.6624058,7.96223132815477e-05,24773409.8813462,6.85230305565747e-05,34679478.6425364,6.31520159704046e-05,44586282.242517,5.88502404507896e-05,54492902.5150829,5.67202096093267e-05,64400116.5775621,25.0024452209473
1508.8661806,0.0001877866083061,4960865.59002529,0.0001004001070766,14865991.86566,7.96259082872823e-05,24773409.5404146,6.85352505165496e-05,34679478.1903626,6.317810788344e-05,44586283.3410654,5.88499545224689e-05,54492900.792016,5.67533228958649e-05,64400116.4168603,24.9971141815186
1513.9088489,0.0001877804029573,4960865.54517238,0.0001003859775314,14865991.8881916,7.95968977208414e-05,24773409.5646415,6.85289576131882e-05,34679478.5123194,6.29983791407137e-05,44586282.5953555,5.88741833878906e-05,54492900.9029896,5.66761485799171e-05,64400118.7253674,25.0039978027344
1518.9456886,0.0001878212640731,4960865.55485993,0.0001004033813976,14865991.7463162,7.96297604673272e-05,24773409.5864517,6.84309135585136e-05,34679477.9119866,6.30895589458931e-05,44586283.149101,5.887802654172e-05,54492900.2380312,5.67153815575709e-05,64400117.2095876,24.9868602752686
1523.986848,0.0001877717384538,4960865.49873811,0.0001004060820781,14865991.7600438,7.96549476349512e-05,24773409.6940307,6.84917092024756e-05,34679478.3848831,6.32382221163445e-05,44586281.2747896,5.88192720752722e-05,54492900.5685854,5.65801677552043e-05,64400113.8103078,24.9943675994873
1529.0336621,0.0001878303304889,4960865.48947861,0.0001003842419606,14865991.6902138,7.96477257740353e-05,24773409.275364,6.84978158530915e-05,34679477.5772357,6.32430292444199e-05,44586281.2355067,5.88767039349592e-05,54492901.7436463,5.68096480876537e-05,64400119.6767923,24.993522644043
1534.0859742,0.0001878498793109,4960865.56488152,0.0001004068531577,14865991.7737911,7.9605024399243e-05,24773409.3584497,6.85723789450287e-05,34679477.616054,6.31019152215938e-05,44586282.4767675,5.88297260790607e-05,54492900.8139869,5.67250851767578e-05,64400114.6314659,25.0023422241211
1539.1435441,0.000187824482262,4960865.48381331,0.0001003797347662,14865991.5886815,7.96048034028684e-05,24773409.4871565,6.84998736051389e-05,34679478.8301871,6.30598142776224e-05,44586285.4752414,5.88950169522962e-05,54492900.8924873,5.67658236180579e-05,64400114.7239245,24.9972953796387
1544.1806775,0.000187797712572,4960865.55387391,0.0001003960156908,14865991.6004404,7.96196394317213e-05,24773409.0865319,6.85477152307276e-05,34679478.1293886,6.30123314179344e-05,44586279.7051983,5.88749885851554e-05,54492901.4747728,5.66921616674961e-05,64400116.6414946,25.0014495849609
1549.2224829,0.0001878207119553,4960865.44329136,0.0001003877274064,14865991.5926986,7.9615132979464e-05,24773409.3056725,6.85475873704997e-05,34679478.3559361,6.30796208775118e-05,44586284.4526416,5.88642582244409e-05,54492901.3490665,5.67894367300381e-05,64400117.1268125,24.9991226196289
1554.2675017,0.000187871287366,4960865.5109771,0.0001004187377725,14865991.6422335,7.96108874916729e-05,24773409.1647216,6.84739031032619e-05,34679477.2536477,6.3238545099759e-05,44586282.5531666,5.88331702985057e-05,54492899.4034924,5.68075807810303e-05,64400119.4452875,24.9742126464844
1559.3150733,0.0001878123399658,4960865.42858788,0.0001003971201778,14865991.742666,7.96447045270352e-05,24773409.4870714,6.85219955108375e-05,34679478.4510185,6.29964591441963e-05,44586283.1329582,5.88766246084572e-05,54492900.6253746,5.65894980386804e-05,64400115.0798886,25.001335144043
1564.3639958,0.0001877824339033,4960865.42582117,0.0001004121470711,14865991.6464874,7.96294692053167e-05,24773409.482957,6.845298217925e-05,34679478.2342776,6.30963701419324e-05,44586281.4479493,5.88163836232123e-05,54492900.3341793,5.67924086329977e-05,64400117.6918908,24.9960250854492
1569.4113366,0.0001877976626684,4960865.43563004,0.0001004020409541,14865991.5571743,7.9602659898018e-05,24773409.1151167,6.85658379022771e-05,34679477.1266779,6.3257542029932e-05,44586282.6488666,5.88208408509881e-05,54492901.2533206,5.66463723197063e-05,64400114.406577,24.9950485229492
1574.4642468,0.0001877883845005,4960865.45337112,0.0001004132399338,14865991.7013438,7.96406191726964e-05,24773409.2884874,6.84779388451553e-05,34679477.9828383,6.30169917703204e-05,44586279.7155519,5.88562578711219e-05,54492901.0811391,5.67698748347727e-05,64400114.4579133,25.0068702697754
1579.5118338,0.0001878178180971,4960865.54572983,0.0001004112643405,14865991.5412424,7.96207685733759e-05,24773409.1383287,6.84905421452889e-05,34679478.0260342,6.29214914525666e-05,44586282.1703877,5.89037348095414e-05,54492900.1281975,5.67509580547261e-05,64400114.5775229,25.007209777832
1584.5596511,0.0001877914091766,4960865.48164003,0.0001003965269925,14865991.520741,7.96232354594078e-05,24773409.2559865,6.85786348428477e-05,34679478.6878077,6.33064291163049e-05,44586281.4040783,5.8903330495944e-05,54492900.2444238,5.67375307908636e-05,64400115.1587741,24.9916725158691
1589.5952079,0.0001878354870495,4960865.50801362,0.0001004168190654,14865991.5251181,7.96030615390462e-05,24773409.4136623,6.84678228235445e-05,34679478.669128,6.3051811252341e-05,44586280.766085,5.88580444112311e-05,54492900.9186779,5.67390290753848e-05,64400116.9229241,24.9914474487305
1594.6384252,0.0001878272899183,4960865.39586726,0.0001003974569915,14865991.5294896,7.96282386084619e-05,24773409.6061566,6.85686883924168e-05,34679476.9833639,6.31083191814884e-05,44586283.1439673,5.88341524097594e-05,54492899.306726,5.66199275647263e-05,64400117.0494736,24.9990539550781
1599.6806788,0.0001878049827304,4960865.38494234,0.0001004001032778,14865991.5260347,7.96031661970845e-05,24773409.4819142,6.84480775507963e-05,34679477.8622398,6.31738620643838e-05,44586281.1452882,5.88527558584157e-05,54492902.3651755,5.68263683613604e-05,64400113.7945752,24.9988498687744
1604.7232747,0.0001878261499753,4960865.42633824,0.0001003942406556,14865991.5672656,7.96024934264283e-05,24773409.2302479,6.8614605725289e-05,34679476.9046382,6.31230981689679e-05,44586280.8642254,5.88319594081394e-05,54492899.6691425,5.66179730691837e-05,64400117.2889177,24.9936332702637
1609.760603,0.000187821291503,4960865.4154918,0.00010038621066,14865991.3732959,7.96581289594157e-05,24773409.3518788,6.85286622177819e-05,34679477.6631132,6.31488468118494e-05,44586282.7143063,5.88784905838304e-05,54492900.4428295,5.67651964315662e-05,64400113.3328884,24.9917068481445
1614.8079711,0.0001878114235087,4960865.53013877,0.0001004106396769,14865991.4804579,7.96297826378341e-05,24773409.3440359,6.8520022408864e-05,34679477.5362496,6.30101596441094e-05,44586278.5672081,5.89132155387559e-05,54492900.3029706,5.67771108926067e-05,64400114.3093603,24.9897346496582
1619.8501632,0.0001878203796926,4960865.46528615,0.0001004097901256,14865991.5260058,7.9631742719298e-05,24773408.8813794,6.85078334363481e-05,34679477.8645307,6.30672818847605e-05,44586279.9854655,5.88324415096943e-05,54492900.8729876,5.66556056872439e-05,64400118.5453535,24.9997367858887
1624.8978307,0.0001878216102348,4960865.40274435,0.0001003836972876,14865991.4769434,7.96501030254357e-05,24773409.0536757,6.85100975644724e-05,34679478.079988,6.3128373300141e-05,44586282.904534,5.89052482253038e-05,54492901.1570556,5.67013693181954e-05,64400115.4875953,24.9955234527588
1629.9453209,0.00018779907836,4960865.38956476,0.0001003961184298,14865991.5371778,7.96201612615255e-05,24773409.1230741,6.85543653606698e-05,34679476.4832777,6.32003370792356e-05,44586280.5741715,5.88770862113476e-05,54492899.1017531,5.66769784014463e-05,64400117.5646172,25.0039596557617
1634.9899739,0.0001878271350886,4960865.34310681,0.0001003847548619,14865991.4989157,7.96428074343612e-05,24773409.1119915,6.85030835233896e-05,34679478.0690831,6.30693104177406e-05,44586280.3347065,5.88585229241471e-05,54492900.082083,5.66538555098635e-05,64400111.3643041,25.0080032348633
1640.0355241,0.0001878219026709,4960865.45690244,0.0001003942600074,14865991.5027559,7.96015091898436e-05,24773409.0673579,6.8544395433108e-05,34679477.3352977,6.31569582578342e-05,44586282.8332167,5.89076168252241e-05,54492900.2378509,5.67521794857088e-05,64400117.4680647,24.9985885620117
1645.0890159,0.0001877852325534,4960865.41196951,0.000100385986559,14865991.3908186,7.9599279591948e-05,24773408.972748,6.85357511830565e-05,34679477.4455266,6.29729362534011e-05,44586280.8107172,5.88717000609653e-05,54492899.6138344,5.67925682861525e-05,64400112.0022185,25.0031108856201
1650.1379524,0.0001878157145532,4960865.43121472,0.0001003782809341,14865991.4505916,7.96201871964874e-05,24773409.2998877,6.85218439721296e-05,34679477.6401209,6.30674303946665e-05,44586285.2816652,5.88590198398769e-05,54492899.7222067,5.67806924233844e-05,64400115.3948421,25.0058975219727
1655.185699,0.0001878259170135,4960865.46630812,0.0001003841725524,14865991.3676642,7.96220710179274e-05,24773409.1498456,6.85187113987992e-05,34679477.1962519,6.2997594175974e-05,44586279.2957723,5.88706713707325e-05,54492899.0857095,5.67232923152789e-05,64400116.3134264,24.9942493438721
1660.2273191,0.0001878117786573,4960865.5489417,0.0001003905325496,14865991.627828,7.96353401825561e-05,24773409.1539679,6.85327044511128e-05,34679478.8228839,6.32026458336065e-05,44586279.8544487,5.88658942936273e-05,54492900.2922903,5.67610162035503e-05,64400114.7913076,24.9930744171143
1665.2637,0.0001878366971656,4960865.48075609,0.0001004167674746,14865991.6121775,7.961470245206e-05,24773409.3904659,6.84833077665999e-05,34679477.2268379,6.33138967524657e-05,44586281.8263955,5.8841110791785e-05,54492901.0324322,5.67454557949592e-05,64400119.0839263,24.9934597015381
1670.3221378,0.0001877886504468,4960865.44102076,0.0001003975789682,14865991.4127131,7.96009639095407e-05,24773409.288113,6.85307215363785e-05,34679478.2664345,6.31937645061578e-05,44586281.6266772,5.88097904981902e-05,54492900.8421228,5.65991318805777e-05,64400113.4196486,25.0057773590088
1675.3690196,0.0001877949050042,4960865.49939575,0.0001004200578261,14865991.5585998,7.96365508477666e-05,24773409.2753438,6.85058596326106e-05,34679477.0377071,6.32250794585693e-05,44586282.0664636,5.88628300932118e-05,54492899.821131,5.67511133716347e-05,64400119.2449903,25.006196975708
1680.4251292,0.0001877737401185,4960865.41633642,0.0001004048588046,14865991.3186365,7.96104783864894e-05,24773409.1329138,6.855953106277e-05,34679477.3461391,6.32140575830881e-05,44586280.773323,5.87884431917705e-05,54492900.4220901,5.66788046664327e-05,64400114.1888706,24.9766368865967
1685.4740709,0.0001878327109299,4960865.49604083,0.0001003907782448,14865991.5032609,7.96445181174986e-05,24773409.205617,6.85324933223267e-05,34679477.2294813,6.30032810467723e-05,44586279.7181943,5.8910300136807e-05,54492900.6079473,5.68918301295507e-05,64400116.4200908,25.0023708343506
1690.5336635,0.0001878243709148,4960865.48264252,0.0001003840700044,14865991.3906545,7.96251743133397e-05,24773409.0390236,6.85396214671018e-05,34679477.1087319,6.30614385939171e-05,44586282.3566155,5.885827069564e-05,54492900.3568296,5.67939210712527e-05,64400112.8919394,24.9903564453125
1695.5810165,0.0001878020527857,4960865.50102519,0.0001004095852555,14865991.3790192,7.96191443466299e-05,24773408.9569787,6.85013334448679e-05,34679477.2634657,6.29511795384879e-05,44586283.0539768,5.88612224233287e-05,54492900.5247912,5.68163924970689e-05,64400116.5610026,25.0111351013184
1700.6256359,0.0001878011848309,4960865.42957869,0.0001003828946759,14865991.3985764,7.96391699617426e-05,24773408.9710644,6.85531892036495e-05,34679476.2556875,6.31459453061166e-05,44586281.9626532,5.8886914475721e-05,54492900.4496991,5.67772437427944e-05,64400117.5374654,25.0037670135498
1705.6691983,0.000187865095002,4960865.42158017,0.0001004173843689,14865991.3054135,7.95888712878414e-05,24773408.9767593,6.85380240398369e-05,34679478.237147,6.30920112273803e-05,44586282.8217561,5.88486383464475e-05,54492899.3659464,5.66686483781586e-05,64400110.0483588,25.0065574645996
1710.7150838,0.0001878147464132,4960865.43011707,0.0001004127451232,14865991.4992833,7.96485965556951e-05,24773408.925279,6.85426315004095e-05,34679476.7961694,6.3149806426408e-05,44586282.8604206,5.88201062621374e-05,54492901.3817072,5.66429681427176e-05,64400122.0390699,24.9845352172852
